parser,embedding,llm,reasoning_effort,temperature,append_outputs,hyperparam_id,doi,dimension,human_coder,paper_id,cosine,deviation_agree
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,measurevars,BC,34,1,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,measurevars,JC,34,0.7969350529000412,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,stats,BC,34,0.6179869702226096,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,stats,JC,34,0.8837414482593452,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,transf,BC,34,0.6649937944574997,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,transf,JC,34,0.16987307239837862,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,missd,BC,34,0.7579820424082487,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_39,missd,JC,34,0.7190819435863295,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,hypothesis,BC,36,0.620506475294265,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,hypothesis,JC,36,0.8112041230652012,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,datas,BC,36,0.4970016969019797,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,datas,JC,36,0.5706805691522449,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,inex,BC,36,0.6646085186875345,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,inex,JC,36,0.8515617679949403,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,samplesize,BC,36,0.8681542828563744,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,samplesize,JC,36,0.8440615445020995,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,manvars,BC,36,0.4989828192706021,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,manvars,JC,36,0.9310150924357063,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,measurevars,BC,36,1,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,measurevars,JC,36,0.7650018418072929,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,stats,BC,36,0.7105107650108419,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,stats,JC,36,0.8620748217262811,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,transf,BC,36,0.3484582178726736,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,transf,JC,36,0.6491933220963297,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,missd,BC,36,0.7554837014195639,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_40,missd,JC,36,0.6522384458080099,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,hypothesis,BC,37,0.836697254474832,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,hypothesis,JC,37,0.6676611922157522,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,datas,BC,37,0.5623585094817873,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,datas,JC,37,0.6565678454413835,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,inex,BC,37,0.7898788953869997,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,inex,JC,37,0.5261147229047247,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,samplesize,BC,37,0.28092490074771437,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,samplesize,JC,37,0.6427875185243633,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,manvars,BC,37,0.6991007024800305,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,manvars,JC,37,0.7074984998025011,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,measurevars,BC,37,0.5878647421182668,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,measurevars,JC,37,0.7702629203281788,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,stats,BC,37,0.9925555340779468,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,stats,JC,37,0.8493831062770659,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,transf,BC,37,0.6894587224204379,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,transf,JC,37,0.6732965694640708,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,missd,BC,37,0.697750272216697,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_41,missd,JC,37,0.4794819959481309,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,hypothesis,BC,38,0.8166470798313029,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,hypothesis,JC,38,0.8510516662076923,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,datas,BC,38,0.9654907890725256,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,datas,JC,38,0.947001801640101,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,inex,BC,38,0.6744902736905799,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,inex,JC,38,0.45503995040822137,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,samplesize,BC,38,0.8248876513862688,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,samplesize,JC,38,0.9022582593828722,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,manvars,BC,38,0.7197946240947466,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,manvars,JC,38,1,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,measurevars,BC,38,0.899552080208389,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,measurevars,JC,38,0.9590453392792793,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,stats,BC,38,0.5263850521139977,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,stats,JC,38,0.8278215521185616,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,transf,BC,38,0.5677895916287301,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,transf,JC,38,0.333658876278568,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,missd,BC,38,0.7729449777658549,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_42,missd,JC,38,0.6931740115774381,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,hypothesis,BC,39,0.9753337369145753,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,hypothesis,JC,39,0.785640527073362,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,datas,BC,39,0.6903437419165058,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,datas,JC,39,0.6646559807831323,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,inex,BC,39,0.8463186793773144,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,inex,JC,39,0.7962051805115093,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,samplesize,BC,39,0.6591851942560264,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,samplesize,JC,39,0.6772482718777685,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,manvars,BC,39,0.8748795286090837,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,manvars,JC,39,0.712812555367955,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,measurevars,BC,39,0.6593594951224501,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,measurevars,JC,39,0.7676266293716282,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,stats,BC,39,0.5111795130452934,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,stats,JC,39,0.9105953082972089,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,transf,BC,39,0.8234570082758657,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,transf,JC,39,0.7669814029596278,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,missd,BC,39,0.8236047873635033,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_43,missd,JC,39,0.7433793040468611,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,hypothesis,BC,40,0.27380381194277414,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,hypothesis,JC,40,0.4703292829432254,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,datas,BC,40,0.6397861803850878,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,datas,JC,40,0.9419092143872176,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,inex,BC,40,0.8857438809483694,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,inex,JC,40,0.7708560828070661,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,samplesize,BC,40,0.49509839568577174,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,samplesize,JC,40,0.7756398158078954,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,manvars,BC,40,0.8493966553714621,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,manvars,JC,40,0.6985822305941821,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,measurevars,BC,40,0.8107738547287777,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,measurevars,JC,40,0.42901972680242056,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,stats,BC,40,0.23612487221541106,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,stats,JC,40,0.5599773398957866,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,transf,BC,40,0.47009064519294075,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,transf,JC,40,0.6981993308652478,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,missd,BC,40,0.5958977997258854,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_44,missd,JC,40,0.7872780772219866,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,hypothesis,BC,41,0.7219164136985234,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,hypothesis,JC,41,0.4362430061553817,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,datas,BC,41,0.5793613366347568,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,datas,JC,41,0.5458196301501981,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,inex,BC,41,0.8337375927226871,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,inex,JC,41,0.8201807414400824,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,samplesize,BC,41,0.9018130789848974,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,samplesize,JC,41,0.6523048435577021,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,manvars,BC,41,0.9205346237086534,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,manvars,JC,41,0.5648015961794324,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,measurevars,BC,41,0.9102324974288782,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,measurevars,JC,41,0.6428741080719546,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,stats,BC,41,0.8579613220580445,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,stats,JC,41,0.639026311560912,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,transf,BC,41,0.7617618077658619,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,transf,JC,41,0.5800655029490116,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,missd,BC,41,0.67704949444081175,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_45,missd,JC,41,0.9120215145846626,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,hypothesis,BC,42,0.898005727532077,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,hypothesis,JC,42,0.6472241944939565,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,datas,BC,42,0.423038088886954,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,datas,JC,42,0.8767527281027815,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,inex,BC,42,0.4710516227120217,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,inex,JC,42,0.7315949065460297,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,samplesize,BC,42,0.6221963108862045,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,samplesize,JC,42,0.6188319009878964,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,manvars,BC,42,0.8649072590246241,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,manvars,JC,42,0.8010141254748013,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,measurevars,BC,42,0.9636498640526603,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,measurevars,JC,42,0.635970570008917,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,stats,BC,42,0.5116800682530968,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,stats,JC,42,0.37284317435512343,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,transf,BC,42,0.9517702647364364,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,transf,JC,42,0.6399745419694256,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,missd,BC,42,0.8213418803383679,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_46,missd,JC,42,0.7655129568935427,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,hypothesis,BC,43,0.7251588870281368,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,hypothesis,JC,43,0.7121475510093006,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,datas,BC,43,0.49996471149078525,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,datas,JC,43,0.7513319227910377,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,inex,BC,43,0.6517473479562855,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,inex,JC,43,0.674266106131233,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,samplesize,BC,43,0.6526952998878633,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,samplesize,JC,43,0.880689950992279,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,manvars,BC,43,0.6844968540253493,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,manvars,JC,43,0.8227902093121664,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,measurevars,BC,43,0.669524716157106,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,measurevars,JC,43,0.7822343589942579,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,stats,BC,43,0.7625855780137922,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,stats,JC,43,0.8494068336971483,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,transf,BC,43,0.7360407021102242,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,transf,JC,43,0.3506652522311837,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,missd,BC,43,0.3810653480620058,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_47,missd,JC,43,0.8186082574465102,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,hypothesis,BC,44,0.9172619946729783,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,hypothesis,JC,44,0.895674095860914,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,datas,BC,44,0.7033767559701138,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,datas,JC,44,0.7565402634863064,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,inex,BC,44,0.8670035893088341,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,inex,JC,44,0.7307847039552474,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,samplesize,BC,44,0.9158922964090347,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,samplesize,JC,44,0.7753308682315243,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,manvars,BC,44,0.7879401971937963,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,manvars,JC,44,0.6539789541448565,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,measurevars,BC,44,0.660331997789454,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,measurevars,JC,44,0.6665062116052818,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,stats,BC,44,0.9579988808887202,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,stats,JC,44,0.729646803923729,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,transf,BC,44,0.6523497761251152,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,transf,JC,44,0.9381735796378214,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,missd,BC,44,0.45046195557384094,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_48,missd,JC,44,0.47803570158820907,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,hypothesis,BC,45,0.6549379296931275,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,hypothesis,JC,45,0.6770758817620234,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,datas,BC,45,0.6377234647705107,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,datas,JC,45,0.7070464893932267,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,inex,BC,45,0.8819947112289981,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,inex,JC,45,0.9711818060875691,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,samplesize,BC,45,0.6187286694230025,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,samplesize,JC,45,0.8114889526683371,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,manvars,BC,45,0.6738340167365421,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,manvars,JC,45,0.9289285029387915,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,measurevars,BC,45,0.9772726940321121,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,measurevars,JC,45,0.8317248428713033,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,stats,BC,45,0.43979891587892483,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,stats,JC,45,0.8922641300674987,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,transf,BC,45,0.8504047659314015,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,transf,JC,45,0.6240724805047162,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,missd,BC,45,0.747911319234974,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_49,missd,JC,45,0.7286363654393501,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,hypothesis,BC,47,0.8395276918655001,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,hypothesis,JC,47,0.7333886204981704,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,datas,BC,47,0.8465304505364261,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,datas,JC,47,0.813778686814208,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,inex,BC,47,0.6789961042859343,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,inex,JC,47,0.49747513657321785,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,samplesize,BC,47,0.8959015214456709,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,samplesize,JC,47,0.3068401073629887,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,manvars,BC,47,0.5602743297923456,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,manvars,JC,47,0.8882222781829994,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,measurevars,BC,47,0.6011730746953091,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,measurevars,JC,47,0.8003249397213108,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,stats,BC,47,0.6632199748913654,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,stats,JC,47,0.6672718537255823,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,transf,BC,47,0.4643550341564731,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,transf,JC,47,0.947896192231106,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,missd,BC,47,0.7811243272409756,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_50,missd,JC,47,0.8067799257376369,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_51,hypothesis,BC,48,0.8600337089878934,0
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_51,hypothesis,JC,48,0.8774897047682948,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_51,datas,BC,48,0.7013410438954387,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_51,datas,JC,48,0.7349520019679254,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_51,inex,BC,48,0.9887650669016751,1
GROBID,Qwen3-Embedding-8B,Llama-3.3-70B,NA,0.5,No,88,doi_51,inex,JC,48,0.5072849725643258,0
